0,0,0,61,intro,akira_kurosawa,shinichiro_ikebe
30.43214607,30.88485909,28.27644348,62,intro,akira_kurosawa,shinichiro_ikebe
30.74941826,31.40961075,28.50909042,77,intro,akira_kurosawa,shinichiro_ikebe
30.40555,31.02061081,28.91579819,47,intro,akira_kurosawa,shinichiro_ikebe
29.94458771,30.58316422,29.08808899,267,intro,akira_kurosawa,shinichiro_ikebe
30.83440781,31.70068932,29.39597511,37,intro,akira_kurosawa,shinichiro_ikebe
30.59617996,31.45236015,29.10115242,269,intro,akira_kurosawa,shinichiro_ikebe
32.19066238,33.08420563,31.30968475,211,intro,akira_kurosawa,shinichiro_ikebe
30.28912926,31.26475906,29.43358994,283,intro,akira_kurosawa,shinichiro_ikebe
33.22036743,34.23134613,32.09294891,556,intro,akira_kurosawa,shinichiro_ikebe
33.92185211,34.79259491,32.38082504,352,intro,akira_kurosawa,shinichiro_ikebe
40.29264069,41.16476059,40.57587051,22,intro,akira_kurosawa,shinichiro_ikebe
32.38607788,33.13307953,32.45661163,147,intro,akira_kurosawa,shinichiro_ikebe
35.2611084,36.16553116,35.75428772,121,intro,akira_kurosawa,shinichiro_ikebe
33.63233185,33.04878616,35.58918381,82,intro,akira_kurosawa,shinichiro_ikebe
32.92211151,33.72346115,33.2234993,126,intro,akira_kurosawa,shinichiro_ikebe
34.00118637,34.64219666,33.71955872,334,intro,akira_kurosawa,shinichiro_ikebe
31.20479965,31.98507118,29.24743271,73,intro,akira_kurosawa,shinichiro_ikebe
34.81755066,35.08935165,33.83307648,104,intro,akira_kurosawa,shinichiro_ikebe
36.49783707,36.52843094,40.43702698,407,intro,akira_kurosawa,shinichiro_ikebe
37.34716034,37.61418152,41.3727951,78,intro,akira_kurosawa,shinichiro_ikebe
36.41369247,36.80069351,41.99513626,126,intro,akira_kurosawa,shinichiro_ikebe
35.96575546,36.52642441,42.88302994,96,intro,akira_kurosawa,shinichiro_ikebe
35.71605301,36.80110931,42.60173798,31,intro,akira_kurosawa,shinichiro_ikebe
36.38587189,37.29668808,42.99346924,59,intro,akira_kurosawa,shinichiro_ikebe
33.44861984,34.30729294,39.64653397,141,intro,akira_kurosawa,shinichiro_ikebe
35.75377274,36.85777283,42.36788559,1763,intro,akira_kurosawa,shinichiro_ikebe
33.20731354,34.43962479,39.79784393,371,intro,akira_kurosawa,shinichiro_ikebe
35.78972626,36.55598068,43.10980225,414,intro,akira_kurosawa,shinichiro_ikebe
